REGION,COUNCIL,WARD,SCHOOL NAME,SCHOOL OWNERSHIP,SCHOOL REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR
ARUSHA,KARATU,QURUS,KARATU,GOVERNMENT,S.137,0,0,0,0,0,0,0,0,0,0,0,,0,0,13,0,88,0,650,0,751,0,23,9,23,9,23,23
ARUSHA,KARATU,QURUS,QURUS,GOVERNMENT,S.5130,0,0,0,0,1,2,3,9,11,7,6,1,0,0,0,0,0,0,0,0,21,19,1,3,1,3,10,10
ARUSHA,KARATU,QURUS,WELWEL,GOVERNMENT,S.1164,0,0,0,0,12,9,39,57,61,74,48,41,43,40,18,7,4,0,0,0,225,228,15,18,15,18,14,14
ARUSHA,KARATU,RHOTIA,DIEGO,GOVERNMENT,S.1533,0,0,1,2,8,24,33,44,48,70,50,42,43,56,21,11,5,0,0,0,209,249,14,12,13,12,18,18
ARUSHA,KARATU,RHOTIA,KAINAM RHOITA,GOVERNMENT,S.3658,0,0,0,0,0,1,4,13,11,27,12,18,11,14,8,8,3,3,0,0,49,84,8,5,8,5,10,10
ARUSHA,KARATU,RHOTIA,KILIMAMOJA,GOVERNMENT,S.2810,0,0,0,2,0,7,15,31,30,47,36,44,42,31,12,8,5,6,0,1,140,177,16,5,14,5,15,17
ARUSHA,KARATU,RHOTIA,KILIMATEMBO,GOVERNMENT,S.2495,0,0,0,0,0,1,9,12,25,45,27,36,15,19,12,13,7,5,0,0,95,131,16,5,16,5,11,11
ARUSHA,LONGIDO,ENGARENAIBOR,ENGARENAIBOR,GOVERNMENT,S.2497,0,0,0,0,18,29,48,58,94,95,74,86,118,68,47,28,12,6,6,0,417,370,21,10,21,10,25,25
ARUSHA,LONGIDO,ENGIKARET,SUMA ENGIKARETH,NON-GOVERNMENT,S.4623,0,0,4,5,17,19,30,29,17,17,20,9,16,15,14,4,11,8,5,5,134,111,12,3,12,3,16,16
ARUSHA,LONGIDO,GELAI LUMBWA,LEKULE,GOVERNMENT,S.4476,0,0,0,0,0,29,0,110,0,123,0,167,0,127,0,31,0,5,0,1,0,593,14,9,14,9,26,26
ARUSHA,LONGIDO,GELAI MEIRUGOI,NATRON FLAMINGO'S,GOVERNMENT,S.4868,0,0,1,0,8,9,23,28,44,38,37,55,42,43,36,4,7,0,0,0,198,177,6,4,6,4,38,38
ARUSHA,LONGIDO,KETUMBEINE,KETUMBEINE,GOVERNMENT,S.1842,0,0,1,1,6,14,31,51,81,75,88,85,76,48,46,23,2,9,1,4,332,310,19,8,19,8,24,24
ARUSHA,LONGIDO,LONGIDO,LONGIDO,GOVERNMENT,S.708,0,0,0,1,10,16,48,79,111,110,115,143,150,115,62,55,91,82,174,109,761,710,52,40,52,40,16,16
ARUSHA,LONGIDO,MATALE A,MATALE,GOVERNMENT,S.5115,0,0,0,0,13,0,24,0,13,0,11,0,6,0,2,0,0,0,0,0,69,0,3,0,3,0,23,23
ARUSHA,LONGIDO,NAMANGA,NAMANGA,GOVERNMENT,S.2498,0,0,0,0,20,30,54,48,68,66,74,104,66,66,56,30,20,8,8,2,366,354,28,13,28,13,18,18
ARUSHA,LONGIDO,OLMOLOG,ENDUIMET,GOVERNMENT,S.2003,0,0,0,2,9,11,33,50,86,97,103,110,84,63,35,29,16,3,8,1,374,366,18,9,18,9,27,27
ARUSHA,LONGIDO,TINGATINGA,TINGATINGA,GOVERNMENT,S.4475,0,0,2,0,6,20,72,84,116,144,143,135,129,128,70,16,20,1,0,0,558,528,17,9,17,9,42,42
ARUSHA,MERU,AKHERI,AKERI,GOVERNMENT,S.798,0,0,1,1,26,41,53,72,66,85,83,66,51,30,18,12,2,0,0,0,300,307,28,41,28,41,9,9
ARUSHA,MERU,AKHERI,HOLY GHOST FOR THE DEAF,NON-GOVERNMENT,S.5181,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,2,0,4,0,12,0,4,1,4,1,2,2
ARUSHA,MERU,AKHERI,ST. MARY'S DULUTI,NON-GOVERNMENT,S.3673,1,0,0,2,10,6,40,16,31,23,31,8,38,11,36,16,31,12,27,6,245,100,22,5,22,5,13,13
ARUSHA,MERU,AKHERI,TENGERU BOYS,NON-GOVERNMENT,S.1677,0,0,15,0,68,0,111,0,123,0,127,0,88,0,19,0,8,0,2,0,561,0,27,4,27,4,18,18
ARUSHA,MERU,AMBURENI,LONANGE,NON-GOVERNMENT,S.4295,0,0,0,0,3,0,2,6,3,6,3,2,3,2,2,5,1,4,3,8,20,33,4,3,4,3,8,8
ARUSHA,MERU,IMBASENI,AILANGA LUTH. JUNIOR,NON-GOVERNMENT,S.1338,0,0,0,0,4,8,20,24,45,32,44,34,34,20,22,17,16,19,26,8,211,162,19,7,19,7,14,14
ARUSHA,MERU,IMBASENI,JUDE MOSHONO,NON-GOVERNMENT,s.4262,0,0,0,2,8,13,51,63,65,88,37,70,51,77,56,72,71,55,95,83,434,523,54,12,54,12,15,15
ARUSHA,MERU,IMBASENI,MERU PEAK,NON-GOVERNMENT,S.4191,0,0,0,0,0,2,4,2,4,6,7,5,4,2,7,3,2,0,0,0,28,20,8,5,8,5,4,4
ARUSHA,MERU,IMBASENI,NGONGONGARE,GOVERNMENT,S.3428,0,0,0,0,22,22,47,86,71,79,38,75,26,31,19,7,2,1,0,0,225,301,21,21,20,21,13,13
ARUSHA,MERU,IMBASENI,TANZANIA ADVENTIST (TASS),NON-GOVERNMENT,S.1004,0,0,1,1,5,11,20,15,29,22,22,16,10,13,5,3,4,4,10,2,106,87,24,4,24,4,7,7
ARUSHA,MERU,KIKATITI,HEBRON,NON-GOVERNMENT,S.4471,0,0,0,0,1,3,19,32,24,26,29,37,26,34,22,19,22,20,57,25,200,196,18,7,18,7,16,16
ARUSHA,MERU,KIKATITI,KIKATITI,NON-GOVERNMENT,S.487,0,0,0,0,1,1,32,32,51,56,67,114,78,98,33,52,0,0,0,0,262,353,18,19,17,19,17,17
ARUSHA,MERU,KIKATITI,NASHOLI,GOVERNMENT,S.1789,0,0,2,6,23,28,41,55,95,129,61,87,50,39,0,0,0,0,0,0,272,344,22,27,22,27,13,13
ARUSHA,MERU,KIKATITI,NGYEKU,GOVERNMENT,S.4115,0,0,0,4,8,8,32,58,43,58,36,38,29,29,19,2,4,3,0,0,171,200,14,12,14,12,14,14
ARUSHA,MERU,KIKATITI,SAKILA,GOVERNMENT,S.1320,0,0,0,1,6,6,30,41,69,66,49,76,40,53,9,13,10,1,1,0,214,257,19,13,19,13,15,15
ARUSHA,MERU,KIKWE,KARANGAI,NON-GOVERNMENT,S.504,0,0,0,0,2,3,17,10,36,33,27,44,39,39,10,5,2,0,0,0,133,134,8,5,6,4,21,27
ARUSHA,MERU,KIKWE,KIKWE,GOVERNMENT,S.1790,0,0,0,0,8,22,45,59,75,115,54,65,27,43,24,13,13,6,0,0,246,323,27,22,27,22,12,12
ARUSHA,MERU,KIKWE,NEEMAH,NON-GOVERNMENT,S.4812,0,0,0,0,6,22,19,19,31,29,9,20,14,10,3,6,4,9,4,1,90,116,7,2,7,2,23,23
ARUSHA,MERU,KING'ORI,CANAL LAND,NON-GOVERNMENT,s.4393,0,0,0,4,0,10,0,18,0,17,0,22,0,21,0,7,0,1,0,0,0,100,7,2,7,2,11,11
ARUSHA,MERU,KING'ORI,KING'ORI,GOVERNMENT,S.648,0,0,3,5,20,12,76,60,73,119,44,113,18,32,19,26,11,39,0,0,264,406,26,8,26,8,20,20
ARUSHA,MERU,KING'ORI,LEKI,NON-GOVERNMENT,S.1816,0,0,1,1,5,6,10,8,20,17,18,20,11,15,2,4,2,2,0,0,69,73,6,3,6,3,16,16
ARUSHA,MERU,KING'ORI,UMOJA KING'ORI,GOVERNMENT,S.5025,0,0,0,0,2,13,15,20,24,28,7,13,4,1,0,0,0,0,0,0,52,75,9,3,9,3,11,11
ARUSHA,MERU,LEGURUKI,MIRIRINI,GOVERNMENT,S.2805,0,0,0,0,1,2,8,24,23,24,19,25,16,17,11,15,3,5,2,0,83,112,16,2,16,2,11,11
ARUSHA,MERU,LEGURUKI,NKOASENGA,GOVERNMENT,S.2806,0,0,0,0,4,7,13,38,28,36,18,35,25,32,17,13,2,2,0,0,107,163,12,6,12,6,15,15
ARUSHA,MERU,MAJENGO,MAJENGO KATI,GOVERNMENT,S.5118,0,0,0,2,3,7,6,13,11,3,1,1,3,0,0,0,0,0,0,0,24,26,5,3,5,3,6,6
ARUSHA,MERU,MAJI YA CHAI,FRANSALIAN HEKIMA SEMINARY,NON-GOVERNMENT,S.5013,0,0,0,1,7,6,14,10,8,8,5,3,0,0,0,0,0,0,0,0,34,28,5,3,5,3,8,8
ARUSHA,MERU,MAJI YA CHAI,HARADALI WINNERS,NON-GOVERNMENT,S.4914,0,0,2,0,7,16,16,34,37,65,48,55,48,62,26,18,12,5,5,0,201,255,18,8,18,8,18,18
ARUSHA,MERU,MAJI YA CHAI,KITEFU,GOVERNMENT,S.4093,0,0,0,0,8,12,20,42,52,55,41,46,27,32,6,2,2,1,0,0,156,190,25,13,25,13,9,9
ARUSHA,MERU,MAJI YA CHAI,MAJI YA CHAI,GOVERNMENT,S.765,0,0,0,0,11,12,61,90,93,97,49,65,61,60,56,6,63,0,99,0,493,330,19,37,19,37,15,15
ARUSHA,MERU,MAJI YA CHAI,NGURUDOTO,GOVERNMENT,S.5119,0,0,0,0,0,0,0,3,4,20,6,10,2,2,0,0,0,0,0,0,12,35,9,5,9,5,3,3
ARUSHA,MERU,MAKIBA,MAKIBA,GOVERNMENT,S.659,0,0,0,0,5,6,35,75,40,71,35,48,28,46,28,21,39,3,116,2,326,272,27,8,27,8,17,17
ARUSHA,MERU,MALULA,ELIZABETH,NON-GOVERNMENT,S.5027,0,0,0,0,0,0,0,3,11,16,11,7,0,4,6,3,2,5,3,3,33,41,6,3,6,3,8,8
ARUSHA,MERU,MALULA,MALULA,GOVERNMENT,S.4092,0,0,0,0,20,40,84,83,59,61,39,48,10,17,10,20,0,0,0,0,222,269,20,16,19,16,14,14
ARUSHA,MERU,MARORONI,MARORONI,GOVERNMENT,S.1792,0,0,0,0,6,17,48,65,56,81,35,60,20,35,6,16,4,1,0,1,175,276,32,8,32,8,11,11
ARUSHA,MERU,MARUVANGO,LEGURUKI,NON-GOVERNMENT,S.524,0,0,0,0,1,3,11,10,25,23,22,25,14,14,14,10,3,2,0,0,90,87,8,3,7,3,16,18
ARUSHA,MERU,MARUVANGO,MARUVANGO,GOVERNMENT,S.2804,0,0,0,2,4,8,18,31,28,39,32,41,20,25,11,7,2,0,0,0,115,153,16,4,16,4,13,13
ARUSHA,MERU,MARUVANGO,SHISHTON,GOVERNMENT,S.1166,0,0,0,1,5,21,19,38,25,40,44,55,36,50,24,20,0,2,0,0,153,227,14,8,14,8,17,17
ARUSHA,MERU,MBUGUNI,MBUGUNI,GOVERNMENT,S.760,0,0,0,2,4,14,70,113,62,127,85,131,79,102,36,26,22,5,3,3,361,523,33,4,33,4,24,24
ARUSHA,MERU,MBUGUNI,STAR,NON-GOVERNMENT,S.2417,0,0,32,11,64,11,48,23,40,3,48,23,19,12,31,11,7,4,6,3,295,101,31,6,31,6,11,11
ARUSHA,MERU,NGABOBO,PAMOJA,GOVERNMENT,S.5081,0,0,0,1,4,6,4,15,13,8,14,11,3,3,0,1,1,0,0,0,39,45,7,2,7,2,9,9
ARUSHA,MERU,NGARENANYUKI,MOMELA,GOVERNMENT,S.4095,0,0,2,13,31,54,44,74,50,69,49,63,26,25,10,9,4,2,0,0,216,309,25,5,25,5,18,18
ARUSHA,MERU,NGARENANYUKI,NGARENANYUKI,NON-GOVERNMENT,S.430,0,0,2,4,9,15,28,33,31,38,44,65,49,45,14,10,0,0,0,0,177,210,9,3,9,3,32,32
ARUSHA,MERU,NKOANEKOLI,NKOANEKOLI,GOVERNMENT,S.4678,0,0,0,1,5,15,16,22,27,29,17,14,14,16,5,7,1,0,0,0,85,104,13,8,13,8,9,9
ARUSHA,MERU,NKOANRUA,NKOANRUA,GOVERNMENT,s.905,0,0,2,1,29,81,91,109,91,100,71,86,72,70,18,10,1,0,5,0,380,457,29,36,27,36,13,13
ARUSHA,MERU,NKOARANGA,NKOARANGA,NON-GOVERNMENT,S.429,0,0,0,0,0,0,3,2,8,7,12,9,11,16,8,11,11,10,7,5,60,60,6,1,5,1,17,20
ARUSHA,MERU,NKOARANGA,NSHUPU,GOVERNMENT,S.904,0,0,1,6,36,60,56,84,57,59,37,48,53,25,10,4,3,0,0,0,253,286,28,40,28,40,8,8
ARUSHA,MERU,NKOARISAMBU,NDOOMBO,NON-GOVERNMENT,S.3178,0,0,0,0,1,1,15,11,13,16,5,10,6,12,2,4,0,4,2,0,44,58,6,2,6,2,13,13
ARUSHA,MERU,NKOARISAMBU,NKOARISAMBU,GOVERNMENT,S.2500,0,0,1,2,10,28,34,87,62,63,62,69,46,42,8,24,3,5,0,0,226,320,26,14,26,14,14,14
ARUSHA,MERU,POLI,GOODWILL,NON-GOVERNMENT,S.2532,0,0,0,3,2,11,12,18,8,10,8,26,18,15,6,4,7,0,2,2,63,89,9,3,9,2,13,14
ARUSHA,MERU,POLI,HENRY GOGATY,NON-GOVERNMENT,S.4378,0,0,0,22,0,57,0,77,0,75,0,102,0,63,0,8,0,2,0,8,0,414,20,6,20,6,16,16
ARUSHA,MERU,POLI,MAKUMIRA,NON-GOVERNMENT,S.131,0,0,0,0,1,2,7,15,9,14,12,14,19,25,21,20,30,24,116,54,215,168,18,7,18,7,15,15
ARUSHA,MERU,POLI,MARIADO,NON-GOVERNMENT,S.1321,0,0,0,2,8,26,23,20,36,38,23,44,37,29,37,19,14,6,22,12,200,196,11,7,11,7,22,22
ARUSHA,MERU,POLI,POLI,GOVERNMENT,S.4094,0,0,0,0,5,15,48,50,32,32,34,39,28,33,6,3,0,1,0,0,153,173,15,24,15,24,8,8
ARUSHA,MERU,POLI,PRECIOUS BLOOD,NON-GOVERNMENT,S.3595,0,0,0,4,0,49,0,92,0,98,0,83,0,42,0,6,0,0,0,0,0,374,15,4,14,3,20,22
ARUSHA,MERU,POLI,URAKI,GOVERNMENT,S.1039,0,0,0,0,9,12,65,60,81,64,41,37,29,33,12,3,2,2,0,0,239,211,24,29,24,29,8,8
ARUSHA,MERU,SEELA SING'ISI,SING'ISI,GOVERNMENT,S.2807,0,0,0,0,8,38,34,47,31,35,20,18,19,33,10,6,2,0,0,0,124,177,19,28,19,28,6,6
ARUSHA,MERU,SONGORO,SONGORO,GOVERNMENT,S.1277,0,0,0,6,25,45,69,116,93,68,56,76,47,49,11,12,1,1,1,0,303,373,18,12,15,11,23,26
ARUSHA,MERU,USARIVER,LAKITATU,GOVERNMENT,S.4114,0,0,2,6,7,29,25,40,41,30,34,37,28,30,17,12,1,2,0,0,155,186,19,16,19,16,10,10
ARUSHA,MERU,USARIVER,MUUNGANO USA-RIVER,GOVERNMENT,S.1927,0,0,1,3,14,26,52,111,67,89,63,82,56,42,17,7,9,3,0,0,279,363,26,40,26,40,10,10
ARUSHA,MERU,USARIVER,THE VOICE,NON-GOVERNMENT,S.4704,0,0,1,0,15,15,16,22,22,23,9,4,8,22,1,1,0,0,0,0,72,87,13,2,13,2,11,11
ARUSHA,MERU,USARIVER,UNAMBWE,NON-GOVERNMENT,S.4473,0,0,2,3,4,10,7,16,9,26,23,33,31,29,19,16,13,3,3,0,111,136,20,7,20,7,9,9
ARUSHA,MERU,USARIVER,USA RIVER REHABILITATION,NON-GOVERNMENT,S.5048,0,0,0,0,0,4,1,3,3,4,1,2,0,3,1,1,0,3,4,0,10,20,1,6,1,6,4,4
ARUSHA,MERU,USARIVER,USA SEMINARI,NON-GOVERNMENT,S.93,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58,0,3,0,61,0,7,0,7,0,9,9
ARUSHA,MERU,UWIRO,KISIMIRI,GOVERNMENT,S.1041,18,12,6,8,52,66,76,25,105,142,84,143,95,142,66,24,34,2,8,3,544,567,35,15,34,15,22,23
ARUSHA,MERU,UWIRO,UWIRO,GOVERNMENT,S.5116,0,0,0,1,1,4,15,6,10,9,7,5,0,2,0,1,1,0,0,0,34,28,5,2,5,2,9,9
ARUSHA,MONDULI,ENGARUKA,OLDONYOLENGAI,GOVERNMENT,S.2487,0,0,0,1,5,13,20,40,46,55,54,58,60,47,32,12,33,3,3,0,253,229,15,7,14,7,22,23
ARUSHA,MONDULI,ENGUTOTO,ALFA NA OMEGA,NON-GOVERNMENT,S.4999,0,0,0,3,10,11,14,13,12,15,19,17,14,8,5,5,4,1,1,0,79,73,7,3,5,3,15,19
ARUSHA,MONDULI,ENGUTOTO,ENGUTOTO,GOVERNMENT,S.1276,9,0,35,0,90,0,123,0,106,0,173,0,157,0,98,0,96,0,112,0,999,0,28,32,28,32,17,17
ARUSHA,MONDULI,ENGUTOTO,MAASAE GIRLS,NON-GOVERNMENT,S.790,0,0,0,17,0,21,0,71,0,28,0,35,0,48,0,30,0,43,0,53,0,346,12,15,12,15,13,13
ARUSHA,MONDULI,ENGUTOTO,MORINGE SOKOINE,NON-GOVERNMENT,S.190,0,0,0,0,7,7,18,16,19,34,41,46,34,55,38,19,15,11,60,18,232,206,17,6,17,6,19,19
ARUSHA,MONDULI,ESILALEI,MANYARA,GOVERNMENT,S.424,0,0,12,14,22,22,67,91,84,99,80,72,82,86,53,34,21,6,10,6,431,430,19,13,19,13,27,27
ARUSHA,MONDULI,ESILALEI,MUNGERE,NON-GOVERNMENT,S.4766,0,0,0,1,5,6,7,14,5,12,11,12,4,11,3,4,2,5,0,0,37,65,6,2,6,2,13,13
ARUSHA,MONDULI,LASHAINE,ORKEESWA,NON-GOVERNMENT,S.4364,0,0,0,0,0,0,6,2,9,21,16,32,8,29,23,27,9,10,8,13,79,134,18,7,18,7,9,9
ARUSHA,MONDULI,LEPURKO,REDO,NON-GOVERNMENT,S.4928,0,0,0,0,0,0,0,2,8,16,9,22,8,7,19,12,10,34,3,5,57,98,7,3,7,3,16,16
ARUSHA,MONDULI,LOLKISALE,IRKISALE,GOVERNMENT,S.2491,0,0,0,1,5,14,30,42,50,85,48,48,74,57,34,7,13,4,1,0,255,258,21,6,21,6,19,19
ARUSHA,MONDULI,MAJENGO,RIFT VALLEY,GOVERNMENT,S.2489,0,0,1,0,14,16,40,48,49,68,56,97,67,118,40,65,17,8,5,0,289,420,21,9,21,9,24,24
ARUSHA,MONDULI,MAKUYUNI,LOWASSA,GOVERNMENT,S.1848,0,0,0,2,6,15,32,45,61,78,64,111,90,109,33,40,38,24,9,2,333,426,24,8,24,8,24,24
ARUSHA,MONDULI,MAKUYUNI,TUMAINI,NON-GOVERNMENT,S.4945,0,0,0,0,4,3,11,12,42,29,43,30,24,32,14,8,8,6,4,2,150,122,22,5,20,5,10,11
ARUSHA,MONDULI,MOITA,KIPOK GIRLS,GOVERNMENT,S.2490,0,0,0,8,0,41,0,164,0,189,0,173,0,79,0,46,0,2,0,0,0,702,14,14,14,14,25,25
ARUSHA,MONDULI,MOITA,MOITA,GOVERNMENT,S.903,0,0,6,0,21,0,79,0,116,0,112,0,116,0,80,0,69,0,10,0,609,0,21,7,21,7,22,22
ARUSHA,MONDULI,MONDULI JUU,ENYORRATA E-NGAI,NON-GOVERNMENT,S.1891,0,0,0,0,0,15,0,32,0,60,0,51,0,33,0,9,0,0,0,0,0,200,7,3,7,3,20,20
ARUSHA,MONDULI,MONDULI JUU,NOOKODIN,NON-GOVERNMENT,S.2391,0,0,0,0,0,0,4,9,9,15,25,17,14,16,7,20,21,11,2,0,82,88,10,1,9,1,15,17
ARUSHA,MONDULI,MONDULI JUU,OLESOKOINE,GOVERNMENT,S.2521,0,0,0,1,2,7,15,33,34,51,60,58,55,71,33,13,19,7,4,0,222,241,19,6,19,6,19,19
ARUSHA,MONDULI,MONDULI MJINI,IRKISONGO,GOVERNMENT,S.707,0,0,0,4,0,54,0,141,0,219,0,172,0,109,0,97,0,112,0,90,0,998,18,32,18,32,20,20
ARUSHA,MONDULI,SELELA,OLTINGA,GOVERNMENT,S.2492,0,0,0,0,0,14,23,37,64,75,64,68,40,54,32,38,11,12,0,0,234,298,20,4,20,4,22,22
ARUSHA,MONDULI,SEPEKO,KHATAMUL ANBIYAA (BOYS),NON-GOVERNMENT,S.3672,0,0,0,0,0,0,19,0,19,0,29,0,18,0,10,0,6,0,5,0,106,0,26,0,18,0,4,6
ARUSHA,MONDULI,SEPEKO,NANJA,GOVERNMENT,S.2488,0,0,0,0,2,6,17,26,63,52,54,71,48,43,42,17,20,6,7,1,253,222,21,19,21,19,12,12
ARUSHA,NGORONGORO,ARASH,ARASH,GOVERNMENT,S.4484,0,0,0,0,5,4,21,24,37,50,50,48,45,24,44,3,14,3,6,0,222,156,13,4,11,4,22,25
ARUSHA,NGORONGORO,DIGODIGO,DIGODIGO,GOVERNMENT,S.764,0,0,0,0,10,10,39,39,62,60,53,81,81,81,66,40,26,4,4,0,341,315,24,8,24,7,21,21
ARUSHA,NGORONGORO,ENDULENI,EMBARWAY,GOVERNMENT,S.952,0,0,0,2,5,19,36,59,91,78,80,55,94,78,65,61,20,97,3,82,394,531,31,8,31,8,24,24
ARUSHA,NGORONGORO,MALAMBO,MALAMBO,GOVERNMENT,S.2559,0,0,0,2,6,18,38,34,64,56,64,40,64,60,62,11,26,2,9,0,333,223,17,3,17,3,28,28
ARUSHA,NGORONGORO,MALAMBO,NASERIAN,NON-GOVERNMENT,S.5011,0,0,0,0,0,2,2,14,7,16,9,8,4,10,1,2,0,1,0,0,23,53,5,1,5,1,13,13
ARUSHA,NGORONGORO,NAINOKANOKA,NAINOKANOKA,GOVERNMENT,S.4483,0,0,5,11,20,21,84,85,54,104,105,143,107,90,59,12,68,2,98,1,600,469,28,6,28,6,31,31
ARUSHA,NGORONGORO,OLOLOSOKWAN,EMANYATA,NON-GOVERNMENT,S.729,0,0,0,0,2,2,6,6,6,12,16,19,26,30,24,39,28,26,61,23,169,157,13,3,11,1,20,27
ARUSHA,NGORONGORO,OLORIEN/MAGAIDURU,LOLIONDO,GOVERNMENT,S.1005,0,0,0,0,8,26,48,56,77,93,92,88,102,77,62,11,42,3,98,0,529,354,20,11,20,11,28,28
ARUSHA,NGORONGORO,PINYINYI,LAKE NATRON,GOVERNMENT,S.4482,0,0,0,0,13,6,35,26,52,73,56,72,76,37,36,18,21,1,6,0,295,233,15,4,15,4,28,28
ARUSHA,NGORONGORO,SALE,SALE,GOVERNMENT,S.4377,0,0,0,0,5,1,22,15,42,55,73,78,67,64,30,25,16,4,6,0,261,242,17,3,17,2,25,26
ARUSHA,NGORONGORO,SAMUNGE,SAMUNGE,GOVERNMENT,S.2560,0,0,0,0,7,5,39,46,46,41,53,56,75,59,73,28,20,6,1,0,314,241,18,3,18,3,26,26
ARUSHA,NGORONGORO,SOITSAMBU,SOITSAMBU,GOVERNMENT,S.2825,0,0,1,1,8,5,39,31,62,93,73,92,91,42,58,14,34,12,11,1,377,291,25,5,24,5,22,23
DAR ES SALAAM,ILALA MC,BUYUNI,BUYUNI,GOVERNMENT,S.2212,0,0,0,0,101,100,114,130,168,303,224,195,161,164,62,47,43,55,9,0,882,994,12,26,12,26,49,49
DAR ES SALAAM,ILALA MC,BUYUNI,NYEBURU,GOVERNMENT,S.3263,0,0,0,0,4,9,44,53,100,144,107,110,86,60,42,11,20,0,1,0,404,387,10,19,10,19,27,27
DAR ES SALAAM,ILALA MC,CHANIKA,DR.DIDASI MASABURI,NON-GOVERNMENT,S.1872,0,0,1,1,0,0,0,0,5,3,4,5,6,10,9,8,5,6,0,1,30,34,8,1,8,1,7,7
DAR ES SALAAM,ILALA MC,CHANIKA,NGUVU MPYA,GOVERNMENT,S.3276,0,0,1,1,19,69,97,146,166,184,146,118,119,103,74,88,45,47,26,16,693,772,15,25,15,25,37,37
DAR ES SALAAM,ILALA MC,GEREZANI,ALHARAMAIN,NON-GOVERNMENT,S.282,0,0,0,0,4,15,13,36,32,36,31,38,31,22,11,13,24,18,46,26,192,204,22,2,22,2,17,17
DAR ES SALAAM,ILALA MC,GEREZANI,B.W.MKAPA,GOVERNMENT,S.820,0,0,3,3,19,45,107,94,103,98,129,122,118,83,87,58,141,173,134,78,841,754,49,72,49,72,13,13
DAR ES SALAAM,ILALA MC,GEREZANI,DAR ES SALAAM,GOVERNMENT,S.846,0,0,0,1,5,7,38,49,55,66,80,70,87,91,42,22,9,1,4,1,320,308,10,38,10,38,13,13
DAR ES SALAAM,ILALA MC,GEREZANI,DAR ES SALAAM ISLAMIC SEMINARI (GIRLS),NON-GOVERNMENT,S.4384,0,0,0,5,0,52,0,116,0,145,50,147,15,43,20,18,1,3,0,0,86,529,9,14,9,14,27,27
DAR ES SALAAM,ILALA MC,GEREZANI,GEREZANI,GOVERNMENT,S.3266,0,0,0,3,12,22,64,73,123,159,108,117,102,63,40,19,12,6,7,2,468,464,13,19,13,19,29,29
DAR ES SALAAM,ILALA MC,GEREZANI,MCHANGANYIKO,GOVERNMENT,S.3271,0,0,2,10,82,114,258,240,201,140,224,208,168,112,51,57,8,6,3,3,997,890,19,23,19,23,45,45
DAR ES SALAAM,ILALA MC,GONGOLAMBOTO,GONGOLAMBOTO,NON-GOVERNMENT,S.4185,0,0,0,0,1,1,3,8,9,15,12,13,19,12,6,8,3,0,0,0,53,57,9,0,8,0,12,14
DAR ES SALAAM,ILALA MC,GONGOLAMBOTO,JUHUDI,GOVERNMENT,S.1042,0,0,2,10,79,115,336,312,300,257,285,331,189,160,85,105,63,80,67,40,1406,1410,35,69,35,69,27,27
DAR ES SALAAM,ILALA MC,GONGOLAMBOTO,THOMAS,NON-GOVERNMENT,S.1343,0,0,0,0,0,0,1,2,6,3,6,1,10,9,11,9,6,6,3,2,43,32,8,3,8,3,7,7
DAR ES SALAAM,ILALA MC,GONGOLAMBOTO,ULONGONI,GOVERNMENT,S.3267,0,0,8,9,57,117,192,229,174,154,172,203,145,142,49,39,10,1,0,0,807,894,13,35,13,35,35,35
DAR ES SALAAM,ILALA MC,ILALA,ILALA ISLAMIC,NON-GOVERNMENT,S.2401,0,0,0,0,50,0,124,0,161,0,71,1,35,5,13,6,20,9,23,13,497,34,29,7,25,7,15,17
DAR ES SALAAM,ILALA MC,ILALA,KASULU,GOVERNMENT,S.5035,0,0,0,0,7,22,65,80,103,108,83,55,12,8,3,1,1,1,1,0,275,275,7,15,7,15,25,25
DAR ES SALAAM,ILALA MC,ILALA,MSIMBAZI,GOVERNMENT,S.3273,0,0,5,8,48,52,58,59,66,113,225,313,187,179,114,63,54,16,7,4,764,807,13,26,13,26,40,40
DAR ES SALAAM,ILALA MC,JANGWANI,MNAZI MMOJA,GOVERNMENT,S.2368,0,0,2,7,62,120,212,261,228,154,177,147,94,69,63,22,7,4,0,0,845,784,9,29,9,29,43,43
DAR ES SALAAM,ILALA MC,KIMANGA,KAMENE,NON-GOVERNMENT,S.928,0,0,0,0,4,4,12,6,9,14,20,25,32,42,16,24,17,12,15,5,125,132,12,5,11,5,15,16
DAR ES SALAAM,ILALA MC,KIMANGA,KIMANGA,GOVERNMENT,S.5034,0,0,0,0,1,5,24,35,58,63,31,18,6,4,2,0,1,1,0,0,123,126,2,13,2,13,17,17
DAR ES SALAAM,ILALA MC,KIMANGA,TABATA,NON-GOVERNMENT,S.1137,0,0,0,0,1,0,0,4,1,11,9,9,2,4,2,0,2,2,0,0,17,30,7,2,7,2,5,5
